iPhone X	64GB	Argent	Yoan	5	100%	2019-05-06	fr	Perfect product, brand new, complete box, crazy bitch design, niquel	1
iPhone 7	128GB	Gold	Eric	5	Iphone 7 new, impeccable transaction.	2017-07-27	fr	Iphone arrived new in its original sealed packaging. User experience always nice, touch intuitive and reliable .. satisfactory autonomy despite what I had read. A product light years of Huawei that I use at work.	1
iPhone X	64GB	Space Grey	Catherine	5	Can’t believe I had a smaller phone!	2018-10-28	uk	Good delivery time and great phone.	1
iPhone 8	64GB	Space Gray	eryal	5	iPhone 8	2018-09-14	fr	I am satisfied with my purchase, new item conforms to the description and sends very fast.	1
iPhone 7	128GB	Gold	Virginie	5	iPhone 7 used at SECOND HAND PHONE	2018-01-08	fr	Super used phone from a seller based in England. Some small signs of wear on the back of the device ..... I was frankly afraid to launch myself (without the "" premium "" plus!) ... and no regrets Super iOS 11 device (and not 10), super 128GB memory, great pictures, very good battery life for my use, very good signal ... I just added a protective glass (but this model is already more resistant) and a Otterbox Symmetry shell for use in the countryside, and everything	1
iPhone 8	64GB	Argent 	sevine kocagoz	5	I phone d origine	2018-06-20	fr	This is an original i phone 8 with its original box All accessories are in the box Do not include account of the photos Behind the phone there is a write california, c E .... And I was delivered a day before the planned dateNot to report bad	1
iPhone 6S	64GB	Argent 	Alex Sperling	5	Top delivery	2016-02-06	de	First of all what I would like to get rid of very fast delivery was between 12 and 18 February but already on the 4th so top delivery. I write a review later on the device, because I am only this day in operation and test because of bad reviews. Mainly the alku is tested and compared with my 5s.	1
iPhone 8	64GB	Argent 	Rene	5	Great phone	2018-12-30	de	I've been connected to Apple for years and find it very user-friendly. The phone is really good.	1
iPhone 7	32GB	Black	Client d'Amazon	5	delighted	2017-10-21	fr	The package arrived a day earlier than expected, and I am delighted with my purchase. For those who have doubts, this is a new iPhone 7 and authentic. The package was well protected. In other words, at this price, it's well worth it	1
iPhone X	64GB	Argent	Guyot	3	iPhone X	2019-03-22	fr	Nice iPhone with its complete screen .... small negative the battery is even less at the top than the iPhone 8+	1
iPhone 7	32GB	Matt Black	Leoni Nicoletta	5	Buy it now	2019-03-06	it	Perfect phone in everything	1
iPhone 8	64GB	Gold	Lara Mueller	5	Top device !!!	2018-12-14	de	As you know it from Apple, this model is also extremely good. The camera is really good and the battery power is extremely strong. Otherwise there is not much to say. Once Apple always Apple	1
iPhone 6S	32GB	Space Gray	Diguet Dominique	5	A highly recommend	2016-10-13	fr	Very beautiful object. Excellent value. I used to have the iPhone 4s and I'm not homesick. The quality has been greatly improved.	1
iPhone XR	128GB	Coral	AlfMart	5	What to say is an iPhone	2019-01-04	it	Great product, as already mentioned in the iPhone title in my opinion is equivalent to guarantee, in addition the colors of this model make it really appealing!	1
iPhone X	64GB	Argent	james 642	5	Iphone x	2018-04-09	fr	The iPhone x and arrive in a secure package in this new box very nice color I turned on everything and perfect extremely fast fluid I can say this price case a case my product was nine of the most beautiful effect I recommend this product which has an unbeatable price	1
iPhone 8	64GB	Space Gray	Carl Thielen	5	Keep what it promises	2019-05-05	de	Had an Iphone SE before and that would be unfair to compare the two of them. But runs fine.	1
iPhone 7 Plus	32GB	Gold	Elisa S.	5	Super recommended purchase !! Fantastic product and reliable seller	2017-11-19	it	I decided to buy the iPhone 7plus and the cheapest price could only be on Amazon! Given the not inconsiderable amount a bit 'the fear of making such a purchase on the internet there was ... but given the excellent reviews I decided to trust. Well I couldn't make the right choice !! Serious and reliable seller, I received the order even 48 hours later! Original packaging, all new and impeccable, sealed and cellophane. Unique, small, inconvenience: the USB charging cable was missing, even though there was a wall socket, etc. The seller, however, did not hesitate to send me one immediately, although it is clear that it is not an original Apple. But for the price paid and the service I still had, I couldn't ask for better!	1
iPhone 7	32GB	Black	philippe amari	5	Iphone 7 at the top, is sublime	2016-09-28	fr	Hello, my return after having tested it 1 week model 128 GoLors of his keynote, Apple has as usual promised that his last born was "" the best iPhone "" ever created. Performance side, the iPhone 7 is equipped with a chip A10 Fusion quadricoeur, presented as 40% faster than the A9 that fitted the iPhone 6S. The battery has also been improved: the smartphone would be two hours longer than its predecessor (only one more hour for the Plus version). The iPhone 7 is equipped with stereo speakers and a Retina HD screen with 3D Touch, 25% brighter than the previous one. The home button is no longer physical as before, haptic feedback technology - already present on the trackpad of Macs - is used to give the impression of the click. It is also customizable with three different pressure levels. The most important announcement surely concerns the camera. The front camera goes to 12 megapixels (with aperture at 1.8) and the back to 7 megapixels (aperture 2.2). The flash now consists of four LEDs for better color rendering. But above all, the iPhone 7 Plus is equipped with a dual sensor, two lenses at 12 megapixels each. One is a wide angle, the other is a telephoto lens that provides an x2 optical zoom. Apple promises that its new camera can make more clear, brighter shots and especially to create a bokeh effect with the new portrait mode. Latest evolution and not least, the disappearance of the jack. Apple has made the decision not to equip its iPhone 7 mythical connector. Any audio device must be connected via the Lightning port (which also serves to charge the iPhone) or Bluetooth. So that the change does not feel too much, the iPhone 7 comes with an adapter and EarPods Lightening earphones. Apple also unveiled at the September keynote new AirPods wireless headphones that can be purchased separately for 179 euros. Design side, the iPhone 7 is not very different from its predecessor. As expected, the antenna lines have disappeared. But above all, two new colors are emerging: black and jet black (shiny). This last color is reserved for versions 128 and 256 Go.But remains a little expensive anyway, but I recommend it with pleasureConnial Philippe Amari	1
iPhone X	64GB	Space Gray	Smh	5	Perfect	2018-09-18	fr	Perfect	1
iPhone X	64GB	Argent	BESSIERE BERNARD	5	Top purchase	2018-12-20	fr	PD complies with the description, arrived a day late but shipping costs refunded, Top !!	1
iPhone XR	256GB	Blue	kladima	5	Very good product at an unbeatable price	2019-03-22	de	Delivery was very fast and the product is just good	1
iPhone XR	64GB	White	Stefano Reverberi	5	All perfect	2019-01-09	it	Great product punctual delivery, with Apple you can never be wrong.	1
iPhone X	64GB	Space Grey	Smiler	5	iPhone x	2019-01-06	uk	Very happy with the iPhone X its fast it’s camera is really good, I like everything about it	1
iPhone X	256GB	Gray	Cliente Amazon	5	IphoneX : super	2018-04-11	it	The iPhone has arrived punctually, respecting the delivery terms, in its original packaging and even if I use it for a few days, I am very satisfied.	1
iPhone 6S	64GB	Argent 	Fabian Schiwietz	5	Apple iPhone 6s	2016-09-17	de	It's Apple, you have to like it. Pros: Grandiose camera, great operating system, nice design, 3D touch, fast fingerprint sensor, good display.Kontra: price, large display edges, officially not waterproof,	1
iPhone 6S	128GB	Space Grey	Amazon Customer	5	Good customer service	2018-09-04	uk	Faulty battery but great at solving it	1
iPhone 6S	32GB	Gold	Madeline K.	5	Is just an iPhone	2017-12-05	de	Who knows Apple and its products, knows what he gets. The delivery was fast, the item neatly packaged and the iPhone could be put into operation without any problems.	1
iPhone XR	128GB	Black	Sara	4	BILL	2018-11-26	fr	It misses the bill, but original products	1
iPhone 7 Plus	128GB	Jet Black	brentalexis	5	DONE IT AGAIN	2017-05-14	uk	Firstly let me give credit to Amazon for their excellent service. I went into a well known store which is on my driving route, thinking that I could just walk away with a newly purchased iPhone 7, but to be told that they did not have one and it would take two days to have one delivered to my home at a time that was inconvenient to me! On the same evening I went on to Amazon made my order and had it delivered to a local collection point the next day by 1pm. Brilliant !What about the iPhone 7? Well I have had a iPhone 4, a couple of iPhone 5's and now a 7. Well for me it is progress and in particular I think that this is just the right screen size, especially as I am of a mature age and sometimes find the text size a bit challenging. Most things are in the right places and there are new features which I will consider setting up as i get more familiar. The finger print reader is a good idea, as I have had this on one of my laptops for many years. It is very easy to set up. The main negative for me is the price is perhaps a bit too high however Amazon was cheaper than the shop I first tried so do shop around. However I hope to use this for a few years and so will get good value that way. So if your ready for an upgrade or a new kid on the block, I recommend it	1
