iPhone 7	128GB	Argent 	Peter Rohe	1	Iphone 7 is missing in the packaging	2017-06-01	de	that's really the last thing. When opening the Amazon packaging noticed that the original film from the Apple box was open. When I opened the box I knew why ....... THE IPHONE 7 MISSED.	0
iPhone X	256GB	Space Gray	Philippe Dumail	1	FRAUD	2018-07-05	fr	It is not the iPhone obviously that is a pure gem, I bought it at the Fnac, it's safer.NO, IT IS A SCRATCH THAT SEATS ON THE NET VERY SKILL BY OFFERING THE 256 GB CLASSIC PRICE, EXCEPT THAT THE SMARTPHONE DOES NOT ARRIVE.AMAZON PREVENTED THE HOPE I ESPEREAMAZON ALWAYS REFURBISHED "" RUBBISH ON THE NAIL	0
iPhone 6S	32GB	Space Gray	Client d'Amazon	4	IPhone 6 Plus mobile phone	2018-12-09	fr	Good product, but a little heavy.The screen does not cover the entire surface, so loss of screen parts.	0
iPhone X	64GB	Space Grey	Charlotte	5	Good quality phone	2019-01-17	uk	Excellent phone. Came really quickly	0
iPhone XS	64GB	Gray	Federico	1	He stopped going after less than a month.	2018-11-05	it	Received as a gift 20 days ago. 10 years I have Apple phones. Extraordinary (even if it's not worth € 1200) until, from nothing, I touch it on the bedside table and feel it boiling. It is off and does not turn on. The phone was not charging and I had used the hotspot up to 10 minutes earlier. I try to cool it, even with water (I know it's waterproof), but it continues to heat up. Nothing, it has never turned on again. Official Apple "impeccable" assistance: they will receive me BETWEEN ONE WEEK. I am disappointed for the umpteenth time by a company that, since Steve is gone, guesses one every five.	0
iPhone XS	256GB	Gray	r	1	Unacceptable warehouse	2019-07-05	it	I didn't expect such a thing from the warehouse. In addition to having arrived without a battery cable or headphones or anything already inside the box he spoke alone and once opened looked impaled. Moreover, without even pulling him out of the case he had a defect on the screen .... it took me nothing to decide to return it. It was cheap ...	0
iPhone 7	32GB	Black	Vincent DAVID	1	Disappointing	2016-12-23	fr	I received the iPhone with a box in the box not a French sector! It's a shame, fortunately I had what it takes	0
iPhone 6S	32GB	Space Gray	Amazon Kunde	1	Worst iPhone ever	2019-02-23	de	Was my 5th and last iPhone. The thing is too big to keep it comfortable. The battery is empty even though I do not use it all the time and the GPS thinks I'm mostly somewhere like 300-500m. Completely useless.	0
iPhone XS	64GB	Gray	Mataerco	1	there was a fault in the battery	2018-12-14	fr	after a week I realized that it was discharging quickly and to finish Apple changed the phone	0
iPhone 6S Plus	128GB	Space Gray	Client d'Amazon	2	disappointed	2017-08-31	fr	Article arrived late, the system is working properly, but the mobile is struggling to put the problem in the socket, the cord provided with does not work and the screen is scratched ... I'm not happy with my purchase go your way	0
iPhone XR	128GB	Blue	t	1	To avoid	2019-06-08	fr	The iphone does not turn on for a few days and of course the price of the repair is huge when there is a failure! Very disappointedThe phone lasted me 1 month!	0
iPhone 6S	32GB	Space Grey	anthony chen	1	Sold faulty	2018-07-17	uk	Very disappointed,received unblocked phone but didn't work with existing SIM,Tried two more different network Sims and still no joy,returned phone to be told the engineer has Found a manufacturer fault,should not have been sold to me faulty.	0
iPhone 7	128GB	Silver	Amazon Customer	4	Apple iPhone 7	2017-10-24	uk	Few scratches on the back but this phone is definetely good if you are looking for a phone that isn't to expensive but is still up to date.	0
iPhone 7	32GB	Black	Drew Wuller	1	Not locked to Sprint	2018-10-06	us	Got a phone yesterday and tried to set up. Sprint said it is not compatible with their network. So frustrated I waited for an unusable phone.	0
iPhone X	64GB	Space Gray	Rene	1	Impudence!	2018-12-08	de	Since you ordered an iphone x, opens the box at home, then is such a cheap noname cell phone inside. Catastrophe !!!!!!	0
iPhone 7	128GB	Black	Amazon Kunde	1	Vendor flop, Amazon top	2018-07-19	de	I ordered the iPhone 7 last November and was very satisfied at first, until I took the first pictures. I noticed that the camera often could not fix properly and the image quality was pretty much for the A ****. It was very strange to me, just because Apple is known to have a good image quality. Nevertheless, I was able to live with it. Exactly 6 months later, however, my reservations were confirmed, the iPhone was out, despite loading it could not be switched on anymore and I must add that I treated the mobile phone like in cotton wool (was not exactly that either not much I paid for it). It never fell off, did not get wet and I tried to load it as seldom as possible. I immediately contacted the vendor and unfortunately I just got a standard message in reply, which really disappointed me. Luckily I did not throw in the towel right away and turned to amazon directly. I have to say, Amazon sent me a return slip immediately after my message (without any shipping costs), with the statement I get the full money back , Except for a longer wait and a short response from my side, everything ran smoothly afterwards and I got my money back. Thanks again to the customer service of Amazon, you can really rely on it! The direct provider, however, is more likely to be one Flop .. the Apple devices do not seem to be 100% original and not high quality either.	0
iPhone 7 Plus	32GB	Black	Joseph Voltaire Mescharles	1	Don’t buy this🤦🏾‍♀️	2019-04-10	us	To all you that read the reviews you might as well buy on Apple cause it’s 569 for the phone and like 606 and some change which is better than getting ripped off or even buying a more expensive one	0
iPhone 7	32GB	Black	Chavatte	1	No	2018-12-31	fr	Phone exchanged twice, first time the battery does not fit, second time the microphone does not work. Bad article, I do not recommend at all and Amazon service not at all up to par with what we hear	0
iPhone 6S	32GB	Gold	Sakura	1	Bought new but scammed!	2019-04-14	fr	Total dissatisfaction! I bought it new at a high price in February 2019 or 3 months and it overheats. Indeed, it has a manufacturing defect. I brought him today to Apple who changed me for a refurbished. So I'm disgusted I will not buy iphone on Amazon anymore.	0
iPhone XS Max	64GB	Argent 	▂ ▃ ▅ ▆ L U K E ▆ ▅ ▃ ▂	1	Excessively overrated - Expensive is not perfect	2019-05-16	de	■ Purchased version:  iPhone XS Max • 256 GB ~ Space Gray ■ Hello everybody, I also want to briefly and briefly because much has already been written in advance, say a lot to what has annoyed me as an Apple Fan Boy animal. I did not buy it because of the price here on Amazon. I was very pleased with the new iPhone XS MAX. Purchased, and intensively tested here is my result in a compressed version. I was stressed above all because of the camera and battery! Much of the negative experiences I can underline here. My first impression: looks like a grown iPhone X out. And for the many money, of course, very chic and beautiful. Very noble, very good workmanship! • UNBOXING: Despite high-end price of proud 1600 € lacks u.a. a part of the iPhone X was still on board - also: no quick charger and no Qi charging pad. Impudence! So Apple has abruptly abolished wired jack headphones completely. If you want to have the adapter, you can pay a hefty 10 euros when you buy it directly from Apple.Otherwise, there is the usual stuff: a Lightning cable and a power adapter and ear pods with a Lightning connector. • PERFORMANCE: Apple's highly acclaimed performance did not really blow me away. Overall: way too slow, maybe a bit faster than my iPhone X (40% faster) .Apps also do not open faster. There is no leap forward. As far as surfing is concerned, I'll save it, it'll be silly with Safari. People who can see a little bit worse could get in trouble with it. What I found very funny though, was that despite the huge display many apps that did not exploit. Of all this, I especially liked the huge OLED display. Really first cream.BUY: Keep still in mind that this device costs 1600 €. • OPERATION: The operation altogether was not a problem for me personally. For people with small hands and newbies here are some problems with the operation before programmed. The screen diagonal could be too good for some: With the one-handed operation, as already written, not all areas of the display can easily be reached. • CAMERA: As a hobby photographer, I love to capture pictures in nature and sometimes at night Unfortunately, here some people are not 100% happy, they are silky, they take it that way! Honestly not better than my iPhone X..Why? The pictures are very natural! No question, BUT: compared to the high-end product from a well-known manufacturer, what my colleague, his pictures are much better. Because just in the low-light more light on his sensor zulässt.Und the automatic often disappears and creates The VIDEO camera! Very nice and supple shots. One should still keep in mind that this smartphone costs 1600 €. • FRONT CAMERA: The front camera can Why: Even here are selfies of the competition compared to a top model from Appleum far better, both at night and during the day. • AKK UDisplayhelligkeit00 clock out of the house, on the go music heard- from 8 - 17 clock: 5 x approx. 5 min. Videotelephony - 5 videos of 30 min each viewed - almost 1 hr on YouTube - 4 games gambled - each about 10 phone calls from average 10 min carried out - WhatsApp = At ​​the end of the day at 20 o'clock I still had 18%. The competition is a little better and more economical: Here the competition had a battery value of 31% at the end of the day • SPEAKER: Are super, mega. Rich sound much better than my iPhone X. To be honest, I was very surprised. Also with the bass I was very surprised. POSITIVE: + Display + Speaker + (VIDEO) Camera + Top ProcessingNEWRAL- Disappointing delivery- Price = Sheikh class- no real performance boost- No jack adapter, - no faster charger- Some apps do not use the large display - Disappointing Battery Disappointing development • FAZI TFo 1600 € you should give at least for its loyal Apple customers more in the scope of delivery. But Apple thinks of course in this point what: Who Apple wants to pay Apple and accessories for the small money as well I also hoped that this iTunes will finally get away and come in a different way (more innovative) used. Nothing. It remains the constant connection on iTunes.For the money, the competition is much better in my eyes. Since Steve died, one of his very good iPhones died with him. For me it was .... Thank you for reading my review! Hope it was a help in the purchase decision! If so, I would be very happy about a helpful click.	0
iPhone 6S	32GB	Gray	Jan Terzariol	1	Ordered iPhone 6S arrived iPhone 6	2018-02-14	it	Unfortunately the product of my order does not correspond to the product ordered. Instead of receiving an iPhone 6S 32GB I got an old iPhone 6 32GB.	0
iPhone XS	256GB	Gray	Sebmontana	1	Bad product!	2018-12-04	fr	Received an Archos instead of an iphone xs 256go !!	0
iPhone 8 Plus	64GB	Argent 	Cliente Amazon	5	Good	2018-12-31	it	Perfect everything except the fact that I waited almost 2 weeks when it had to arrive earlier	0
iPhone XS	256GB	Gold	michie	4	not as good as it looks	2019-02-17	uk	way too expensive, half as good as it looks. 3 minutes into a game and it gets so hot. my advise don't spend your money on this overpriced phone.	0
iPhone X	256GB	Silver	MD007	1	Beware this may be a used phone pretending to be a new one	2018-12-30	uk	I would put a zero star rating if allowed.  I bought this a gift, only to find that during set up that the iPhone had already been owned by 2 other people with their IDs still hidden in the phone.  Apple support that nothing can be done to remove them from the phone without the password for those accounts - clearly that is never going to happen.  So I am now going to have to take this gift back and send it back to Amazon.  Hardly Christmas.  Completely unacceptable.	0
iPhone 8 Plus	64GB	Argent 	moreira millet marianne	1	Not very honest	2018-07-29	fr	Hello, I must say that I am very disappointed or angry to the extent that I bought 779 euros this iPhone 8 Plus and today, by clicking on this order for a friend, the iPhone is now at 753 euros, 26 euros less than just two days ago, I have the impression of being a victim of dishonesty.	0
iPhone 6S	128GB	Space Gray	Kdo	1	To forbid	2018-10-04	fr	Battery does not hold the charge. Insecure screen and impervious dust seal. Total scam. Products does not correspond to the description. Nothing works properly	0
iPhone 7	128GB	Silver	Leonie Badura	1	Not unlocked	2017-10-23	uk	It was not unlocked - I couldnt put my sim card in! Really annoying!	0
iPhone 6S Plus	128GB	Space Gray	Tina.o	1	Broken after 3 weeks	2019-04-26	de	Was very happy with the phone at the beginning. After a few days, however, the charger was battered but I did not think much. After 3-4 weeks, my battery from the one on the other day did not stop at all and then I wanted to charge it and it just can not be switched on. I tried everything but it is broken. Now I have sent it back and hope that I get the money back.	0
iPhone 6S	128GB	Space Gray	Client d'Amazon	3	view	2017-07-19	fr	the phone arrived with damaged corners and a slight scratch on the back damage, the accesoires were sencés be original which is not the case the charger is not even compatible a little disappointed on this point, but the phone is still alive	0
iPhone 8 Plus	64GB	Gray	GP	2	Is it an original Apple ??	2019-06-06	it	A long list of inexplicable malfunctions, so much so that I suspected it to be a chinoiserie with a fake Apple logo. I don't know any owner of Iphone that is dissatisfied like me, besides I have owned for years 2 Mac Book, 1 other Iphone for children and an Ipad Air 2, but nothing works so badly. I have not yet brought him in assistance because I have to get a replacement; I saved a little compared to direct purchase from Apple, but never from retailers that are not more than safe. Based on the response of the authorized assistance, I will evaluate a return with refund.	0
iPhone XS	256GB	Gray	Amazigh	1	Hyper fragile	2019-05-02	fr	Screen left in 1000 pieces after 3 days of use. 1300 € lost	0
iPhone X	64GB	Space Gray	Jeremy	1	Worst cell phone in the world	2018-10-02	de	Device baptized, tried and thrown directly into the bin! Just dump and spend so much money. Never again iPhone	0
iPhone XS Max	256GB	Gray	Ilaria	5	Fabulous	2019-03-13	it	Apple never disappoints.	0
iPhone 6S	64GB	Space Gray	angelika	3	Error after 6 months use	2018-11-19	de	After 6 months of use of the iPhone, problems arose on the screen. Concerning. The seller contact was informed that a factory setting was helping. This was done, with the result that now about 2 months later the same glitch occurred again, so that the iphone was sent to the seller within the warranty. It was quickly a message that the Iphone is no longer functional by a shock. The Iphone has never been dropped or encountered other objects. Now statement stands against statement and an assertion was expressed, which I can not disprove. It could also be that the Iphone already had a shock damage and therefore was sold ... The fact is that you now have an Iphone still worth € 300, which is not functional and would have to be repaired at their own expense can only advise from brought "" Handy's "" !!!	0
iPhone 8	64GB	Space Gray	Leyzour ulysse	4	Super phone	2018-09-04	fr	Great ! Only flaw, the screen that is damaged too quickly for a phone at this price, and the fact of not being able to connect headphones without the small adapter. I had the 3Gs, the 4S the 6 and the 8. I much prefer iPhones, each his tastes.	0
iPhone XS	512GB	Gold	Alex	1	not new	2018-11-28	fr	The price is not new	0
iPhone 8	64GB	Silver	Leon Cambridge	1	A freaking Scam	2019-05-22	us	it's literary the same as the other old iphones	0
iPhone 8	64GB	Argent 	PELLAN	3	Pity	2019-06-12	fr	Perfect phone but no bill after claim and he spent 2 years	0
iPhone 7	32GB	Gold	Delores Morrison	1	Don't buy it!	2019-01-06	us	The phone came with T-Mobile chip and blocked by its carrier. Behind a hard time convincing them to renove some stupid code. May have to return it.  Very frustrated!	0
iPhone 7 Plus	128GB	Black	Amazon Kunde	1	1000 € and can not use it	2017-05-18	de	Since you buy for less than 1000 ¬ a cell phone and can not even use it immediately because you have to buy an opener so that you can reinsetzen his sim card! Is not there for a thousand euro handy !!!	0
iPhone 7 Plus	32GB	Black	Vladimir	1	No es desbloqueado	2018-12-11	us	Muy malo no es desbloqueado deberían de remover este producto por que es falso	0
iPhone 6S	16GB	Space Gray	Dirk u. Antje	3	Now IOS? From Symbian to Android to iOS	2016-05-28	de	I'm changing from Symbian to Android now iPhone.Also the iPhone never crashes completely. If, then it is more of a program that hangs. But I miss the real fm radio. That's not the case with Apple. The support for memory cards and stick are not really no not here. No automatic redial when busy and no additional apps no speed dial. At Symbian gabs already sprachwahl and read from messages offline !!!!. That does not exist anymore. The compatibility with other Android devices is still not available via Bluetooth. With apps, data can be exchanged via its own hotspot. Videos can generally not be uploaded to the iPhone without the help of a PC, unless you take them In the Appstore, the free apps are very limited or provided with a lot of advertising, these are sometimes very intrusive.For Android, there are in my opinion a lot more free useful apps that makes life easier. But who wants to have a secure device is well served with any iPhone. However, one is definitely a bit more restricted with its traffic.	0
iPhone XR	128GB	Red	Lylou03	5	Contractual	2019-06-19	fr	Great phone ... except I did not receive an invoice	0
iPhone 8 Plus	64GB	Gray	luca	1	apple iphone 8plus	2018-07-24	it	without making unnecessary controversy the seller refused the reimbursement request saying that it was out of time (I don't think I bought it on 19 July) and that the phone had been registered in my name: but to verify the correct functioning of the product it must be activated and I found some problems with the software but since I was in warranty I turned to an apple center in the area where I live that very kindly fix it after this adventure I will not buy anything on amazon	0
iPhone XR	64GB	Red	Adam	4	view	2019-04-05	fr	Very good product.Unfortunately at its reception the button volume + is some defective: / A by that it is perfect!	0
iPhone XS	256GB	Argent 	Keine gekaufte Meinung.	1	What a disappointment	2018-12-20	de	After the drama with the iPhone X and their display problem, I wanted to give the newer version again a chance. To put it briefly, better take an older model which also works. Apps are mostly not optimized for the screen. iPhone crashes again and again. In the middle of phoning for example. Face ID did not work after the 2nd week, not a new configuration was not possible, more possible because the iPhone did not even recognize the face. Furthermore, the keyboard was displayed in the home screen although no input was required. Calls were superimposed on the home screen. Taking off was not possible. In these cases, only a deliberate restart of the iPhone helped. In this price category just a no-go. And I know iPhones since the 2nd generation (pictures will follow)	0
iPhone 7 Plus	128GB	Black	aeiou	1	Edelschrott	2017-11-04	de	I bought the part originalverpakt, broken microphone, I'm not to understand. Phone is picked up, new software and battery charged, back !! It gives the impression that I would be too stupid for such a thing. In the pure, microphone does not work, now even the speaker has a very bad sound, after 5 min. Tel. We the garbage extremely hot. Apple picks up the phone. The garbage is now with me for a week and will not be picked up! DPD.Laut Apple should I make it myself with the DPD when the come (without package number) .I think your Grüner will turn in his grave.Bie the first repair landed the device in Biefkasten without transfer, in a thing around 1000 ¬ probably normal. Work for eight years only with Appledinger. This Iphonemüll was the last purchase of an Apple product. The apple is not only bitten but also wormy !!!	0
iPhone XS	64GB	Gray	Alejandro	4	Is it worth buying it?	2018-10-20	it	* UPDATED * I purchased this new iPhone on the Apple Store online, just to try it out a little, having already an iPhone X; personally, I don't think it's worth buying, if you already have an iPhone X. This is the much-anticipated version "" S "" of the iPhone X. Let's try to understand what changes compared to the previous version and whether it's worth buying or not . Let's start by saying that there are NO big changes compared to the previous device. No news is resounding this year. The S version, as is well known, only goes to improve some aspects. Moreover, unusually, the most expensive and large "" Xs Max "" version has nothing different than the iPhone Xs, except for its size. We do not find more powerful processors or improved cameras. It's just a bigger iPhone Xs with more battery (and power consumption). I will continue to update this review as I use it. DESIGN: The iPhone Xs does not bring significant changes in design, except in the lower part where the symmetry of the holes, having added an additional antenna, to allow an enhanced reception, also given the novelty of the Dual Sim, which will be discussed later. The rear camera has been moved slightly a few millimeters higher, so the covers of the iPhone X will NOT be fully compatible with the new device. This year we also have the Gold variant. The design remains essentially unchanged, this device achieves an IP68 waterproof rating (6 indicates the maximum degree of dust resistance and 8 indicates a degree of impermeability and resistance , in case of contact with liquids, but especially with fresh water, for 30 minutes and a maximum of 2 meters deep). The guarantee of NO manufacturer, recognizes the damage caused by liquids, so it is better to refer to these specifications, considering ONLY soft water, being the liquid that causes less damage. The resistance to water and dust decreases with 'usury.PROCESSOR: The new iPhone Xs features the brand new Bionic A12 processor (retains the same marketing name as the previous A11 Bionic), but is the first smartphone processor to be built at 7 nanometers. It is equipped with 4GB of RAM, compared to the 3GB of the iPhone X, it is always equipped with 6 cores (2 high-performance and 4 high-efficiency), it has a second-generation neural engine (8-core) capable of performing 5000 billions of transactions in a second (against the 600 billion of the A11). The GPU is designed by Apple and has 4 cores against the 3 of the X. The 2 high-efficiency cores are dedicated to everyday operations, such as social media, apps, games. The 4 high-efficiency devices, on the other hand, are designed to save battery power when performing simpler operations such as chats and messages. However, when all the processor power is needed, iOS dynamically calibrates all six cores to deliver incredible performance (same as iPhone X). Thus, while performing heavy apps, such as augmented reality games or video editing, performance will be greatly improved. I do not find significant changes during everyday use compared to X. Probably, it also depends on the new operating system (iOS 12) not yet fully optimized on this new device. Both are very fast in all operations: multitasking, photos and videos, opening the app and, of course, in games .. BATTERY: Rightly, one wonders given the performance, the battery capacity. iPhone Xs is equipped with a 2658mAh battery (against the 2716mAh of iPhone X); iPhone Xs Max, on the other hand, has the largest battery an iPhone has ever had, that is 3174mAh (against the 2691mAh of the iPhone 8 Plus). iPhone Xs has less battery than iPhone X? Yes. Does it last less? At the moment, I have to say that the duration is a little lower than X, but I also think this depends on the software. FACE ID AND CAMERA: As I wrote above, the cameras are the same as the iPhone X, always with wide angle and telephoto lens with aperture focal length respectively of 1/1.8 and 2.4 / 2.4. Despite this, Apple has added some features on the new Xs / Xs Max, in my opinion, for pure marketing. In fact, both these models (but also the new Xr, with single camera, released at the end of October) are able to adjust the depth of field of a photo both before shooting and in post-production and have an advanced bokeh effect . These effects are also possible on the iPhone X via the Focos app, since the cameras are identical. Change the quality of the photos in low light for the better, since the sensor of the camera has larger pixels and, we also have the smartHDR that goes to perform more shots of the same subject, combining the best parts of each shot as a result (light, movement reduction, colors); according to Apple, this, the depth of field and the boken effect are possible thanks to the new processor able to perform more operations. Nothing that the processor of the iPhone X is not able to do, but anyway .. Even the sensors of the Face ID are identical to those of the previous model, but Apple reports an improvement in the algorithm of the Secure Enclave (separate processor to encrypt biometric passwords) which guarantees a faster unlocking, despite not being a second generation Face ID. Honestly, the speed seems to me to be the same as the iPhone X, which thanks to iOS 12 is even faster and more precise in unlocking. I am absolutely satisfied in this sense.DUAL SIM: We pay attention to this very important detail. The 3 new iPhones will NOT have Dual Sim functionality in Italy. This is because it is not possible to insert 2 physical Nano Sims, since the cart can contain only one physics, unlike the Chinese version that will have two. How does this system work? A sim will be physical, the second sim, instead, will be based on the "" Dual Sim Dual Standby "" technology that allows you to simulate the second sim in a virtual way. This is the future, as this system will make it very easy to change the telephone or operator offer. Unfortunately, at the moment, no operator in Italy allows this function. Probably Vodafone will be the first to catch up with this technology, but not for now (also because this feature requires iOS 12.1, for the moment in beta testing). CURRENTLY PRESENT FAULTS: If you have heard of the ChargeGate, know that it has been resolved with iOS 12.0.1 (did not allow reloading if the screen was off). According to some users, there is still a Beauty Gate that applies a sort of "" beauty filter "" automatically to selfies; in this way, the details of the face will be minimally captured, making the face look like that of a barbie. It seems to have been a bug that has just been solved with iOS 12.1. Some users also complain about an Antenna Gate, especially on the Xs Max, with poor reception in 4G / LTE and in WiFi. The WiFi part was resolved with 12.0.1, while the part concerning the antenna was solved with iOS 12.1. Obviously, in the event that this last problem occurs, Apple will replace the device, free of charge. I hope I helped you with the decision or clarified your ideas. If you have any other questions, please write me in the comments! :)	0
iPhone 7	128GB	Gold	Tomaselli	1	Defective iPhone ...	2017-09-09	fr	The iPhone received a problem at the speaker level next to the camera, the sounds seem to come from behind the phone, even with the sounds thoroughly, test with multiple calls ...	0
iPhone X	64GB	Silver	Dawei Feng	1	DO NOT BUY IPHONE X	2019-03-20	us	Do not buy iPhone x.  I bought it back on November 2017 and now, it stop working.  Let me put it this way, when Steve jobs running the company, the products were much better.  Very, very disappoint about apple.  I would give 0 star if I can.	0
iPhone 6S	16GB	Rose Gold	Farhad Soranni	1	New should not be used.	2018-05-03	de	Hello. I ordered a new extra (unused) iphone 6s. And while a very used mobile phone Very unprofsional packaged pakket to get asked. Will of course send again.	0
iPhone X	256GB	Space Gray	C. Lampe	1	Face recognition is an impertinence	2018-09-06	de	First off: Of course, the iPhone X is as good as all the iPhone's before him plus various improvements. The missing button is sometimes really missing, but one has got used to the operation by means of finger gestures quite quickly. Why then 1 star? Because the face (not) recognition drives you to madness. It is already stupid enough that you can not unlock the phone - like the one with finger-touch - directly at the elevation. But that would be bearable, if the facial recognition would work at least at the frontal superiority to 95% plus x. In fact, the rate is below 50%, the immediate detection (as in advertising) even at most 20%. If one can believe the traditions, Steve Jobs would have run in the face of such a worsened product probably in the headquater Amok, so it must be enough that he probably turns permanently in the grave. In any case, I have never owned an Apple product that I had to annoy every hour - to the iPhone X. Apple: Put, 6.	0
iPhone 7	128GB	Matt Black	Eleonora	4	Perfect iPhone, defective charger, sufficient customer support	2017-08-29	it	The phone is perfect, arrived in two days with the issue of an immediate invoice as soon as requested. The only flaw the charger was defective and did not work, we wrote immediately although we knew it was the week of August. Then having to leave for the holidays we went to the Apple store and replaced it immediately. The seller replied only yesterday, after 15 days saying to contact the apple because they could not replace the accessory, for this reason I evaluate the customer assistance just enough (even considering that it was August).	0
iPhone 8 Plus	64GB	Argent 	Larbi	1	SCAM	2018-12-24	fr	Do not buy your products on TURBADO products are never done.	0
iPhone XR	64GB	Black	Christian Le Roy	2	Product far behind the market in terms of quality	2019-03-21	fr	I should have bought it from Amazon and not from Orange ... this smartphone is overpriced for outdated technical specifications, so buy the 8 cheapest XR in comparison has no interest. the image quality is well behind that of the Xs and especially samsung and Huawei, Face ID is a calamity, 3 times out of 10 you have to do its code while it was so simple with the thumbprint and the central button . finished double click on the central button to see his apps open it is a complicated gesture that must be done 2 to 3 times and gives seasickness ... it is painful. When weight is the volume, it's a truck! very heavy and difficult to handle, only positive thing the battery holds the day (would miss more than that you say!). the "truck" escaped me from broken screen hands, the cost of repair announced by Apple store operated 329 € because of the famous Face ID. In short Apple is not what it was, I do not really like Google and its intrusive side but frankly it does not make sense to buy an XR. Rest a good OS and service, the best is to buy on amazon a 7 or 8 until applle recovers, unless ...	0
iPhone 8	256GB	Space Gray	Alexis Gs	1	Scandalous	2018-11-24	fr	Hello I am amazed to have an iPhone 8 Plus 256g and have received an iPhone 8. The title of the Amazon ad is perfectly clear. Even the return of the product is under the label "iPhone 8plus 256g" How is this possible? And just a return for such an error ... I'm stunnedI put a star by obligation	0
iPhone 8	64GB	Space Gray	Marcel Sowa	1	Scam!!! No NEW iPhone 8	2018-06-25	de	I was lured by the price ... unfortunately that was a mistake! The A-Montain vendor did not send an iPhone 8 for the German market as in the description, but an iPhone for the Czech market. See pictures. Unfortunately, when the call came out at Apple that this iPhone was already logged in and therefore no new product! This is a clear case of fraud for me! Amazon has already received notification and forwards it to the appropriate instance. So people, keep away from such offers, so you'll save yourself a lot of trouble.	0
iPhone 7 Plus	128GB	Black	Michael Merfels	1	IPhone, American scrap	2017-06-21	de	Never again iPhone junk. I ordered an iPhone 7 Plus with 128gb, the phone arrived pretty quickly, but sent in a joke package from Amazon itself, as one would expect from a 900 ¬ article, cheap and in no way appropriate , I opened the packaging and had to notice that on the phone the minus button was pressed to adjust the volume and could not be pulled out. And with a brand new phone for 900 ¬, no idea how something with Apple comes through the final inspection. I sent it back immediately and I'm curious how it works with the refund. But the very best is coming first. I thought that somehow it could happen and ordered the same phone again. After a week, the article was delivered, however, since I was not at home, to the neighbors. When I picked up the package, also in the same lousy, cheap Amazon packaging in the evening, I immediately noticed that the box was open at the side. I opened it now on the zipper and on the Handykarton the protective foil was not any longer off, but lay crumpled beside it. After opening the cell phone box almost hit me to sleep, the accessories were completely available, but the phone was stolen from the box, was probably taken out of the side of the cheap packaging and put back after removing the phone. After several phone calls and e-mails with the Amazon Hotline I was told that Amazon does not replace the phone because they allegedly sent the article properly! I have turned my lawyer on and now things are going to court. So if you think Amazon would be a reputable store I have to teach unfortunately a better. I will continue to report	0
iPhone 7 Plus	32GB	Black	Amazon Customer	1	NOT unlocked	2018-03-20	us	It was somehow not an unlocked phone.  Very disappointed...	0
iPhone 7 Plus	32GB	Argent 	francesco	1	iPhone 7plus 32 gb	2017-03-01	it	I don't know why but I was constantly losing the data connection. I tried to change another manager's card but it was the same thing. It would have been a case, I don't know, but I proceeded with the return and I took another.	0
iPhone X	64GB	Space Gray	Amazon Kunde	1	Absolute bad buy	2018-10-26	de	Do not buy! When opening the iPhone received an error message that the camera is defective. So go to Apple and get told that it would have been opened once and no new product. Returned immediately. Finger off! Better spend a few euros more for a safe purchase.	0
iPhone X	64GB	Argent 	Beate Krupinski	1	No thanks too small	2018-09-02	de	Unfortunately it was too small for me	0
iPhone 7 Plus	256GB	Jet Black	Ava	1	"I recived a book, instead of iPhone!!"	2017-03-16	uk	I recived a book, instead of iPhone!! Unbelievable	0
iPhone 7	128GB	Gold	Amazon Customer	1	Defective phone sold! Bad seller!	2018-07-11	uk	The phone I received is out of order. Microphone and speaker, that is, the phone doesn’t work! It opens very slowly and has many issues, obviously reşated to the motherboard.I bought it during a touristic visit in UK, and don’t know how to return it back!	0
iPhone 7	32GB	Rose Gold	Andy C	4	Quality Phones	2019-02-10	uk	I was a little worried when purchasing this phone but was delighted when it arrived. The only reason I’ve given it 4 stars is due to the charging lead supplied doesn’t work but phone is perfect.	0
iPhone 7	32GB	Argent 	Marta Iannucci	1	Defective product	2017-05-01	it	Exceptional shipping, ordered on April 27th and arrived on April 28th, too bad it was a defective product (non-working microphone, also recognized by Apple, which made a replacement)	0
iPhone X	256GB	Space Gray	HerrHeerHerr	2	Hach, the good iPhone X;)	2017-11-12	de	Who did not look forward to Apple's new innovation? When I heard about the iPhone X, I stole the order of my iPhone 9S and flew extra to the United States to be one of the first to buy and hold such a gem. I also only had 8 days to go to the Apple Store campen.Zwar I lost my job as Minister of Defense but that was worth it in the end. Because one of the new, innovative features, such as the FaceID, with which Apple has enriched the entire future, was for me the main reason for buying the iPhone X. I'm too lazy to just unlock my phone with my finger. Although you do the phone with your fingers but the sole unlocking me completely aus.Vllt Apple is so innovative and soon developed a new iPhone, which you can control completely only with the eyes, better by telekinesis or thoughts. Would be useful for People who have no hands. Another factor would be the well-known and innovative-bristling OLED display, which is literally soo "cool" that it is sensitive to cold. In order to test this I am even together with NASA and SpaceX traveled to the distant dwarf planet Pluto, where the temperatures are below -600C.- It came out that our spaceship and all supplies froze, the iPhone X, however, ran FAST perfectly. So it was already stable, but it would have at -5 more What to consider as a counterpoint, would be Apple's pricing policy: The phone is me (unemployed) that way too cheap.Denn alone this cool and äuße most useful animation, if you push the widget aside, is in my eyes a fortune of at least € 9999 worth. Stunning thing!	0
